id,premise,hypothesis,label
7b7b5c39af,DOD's common practice for managing this environment has been to create aggressive risk reduction efforts in its programs.,The DOD has more than 100 programs.,1
d183cdbf70,we wouldn't be expected to cast a ballet on the subject,There is no expectation for us to vote on the matter.,0
899ef948c9,All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.,The all-inclusive units are considered villas.,0
a22faeae86,The WP says that the Paula Jones trial judge has had an interesting prior run-in with Bill Clinton.,The man did not know he was a judge.,1
a437793af9,"Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office.",No one thinks Mastercard is up to anything nefarious.,2
aec053f428,"He works himself into a fake froth; does some calculated, halfhearted gonzo writing; then collects a fat check.",He collects a big check for pretending to be outraged.,0
4985f8f422,and see the thing is you know he go out and he'll spend it when he wants you know and uh uh i'm afraid to i'm afraid to use that credit card,I just love using my new credit card.,2
d3177bb98a,GAO recommends that the Secretary of Defense revise policy and guidance,GAO recommends that the Secretary of Defense keep policy and guidance the same,2
5000e0685f,Sorry but that's how it is.,"Sorry, but there are changes that need to be made.",1
6193639d87,During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).,The hospital set up in the Selimiye Barracks is no longer standing.,1
9002c9c594,He thought the biggest barrier was how to change the culture in the ED so that staff would ask screening questions.,The biggest barrier was thought to be how to change the culture ,0
147267c1a9,although the uh it's uh it we almost one day we painted the house to uh we painted we painted the whole inside and it had all this dark trim we thought uh you know we did the one wall but the other trim i'm trying to think i think i think we left most of it because it gets to be uh they don't do that in the newer houses now we don't the uh mold everything is white in a new house everything is white,We painted the house over the duration of one day.,0
76b46ec3ee,yeah okay yeah those games are fun to watch you you you watch those games,Those games are really boring.,2
3e6cd0a7c1,we wouldn't be expected to cast a ballet on the subject,We shouldn't be expected to vote on this matter because we do not have sufficient information.,1
d918e8a07e,i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that wouldn't have been a problem,"It seemed difficult, keeping up with the buffaloes.",0
c4ccb5091e, Medicare gross outlay projections based on intermediate assumptions of the 2001 HI and SMI Trustees' reports.,HI and SMI Trustee reports were used to estimate future Medicare costs.,0
c2c167b90b,"A button on the Chatterbox page will make this easy, so please do join in.",There is a button on the page that is easy to use.,0
e54de9722d,oh does it sure,"oh, does it? no way",2
153b063acd,Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.,Court officials include the phone numbers of legal aid departments because it will help those who can't afford to pay lawyers.,1
ecc8e611ae,I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,0
3b2620670a,"Cave 31 tries to emulate the style of the great Hindu temple on a much smaller scale, but the artists here were working on much harder rock and so abandoned their effort.",Cave 31 ran into problems because it was made of harder rock. ,0
b206ec119a,Other examples of cumulative case studies come from two international agencies.,"There are no examples of case studies, so it is a new territoriy.",2
2d10219d61,"The second missing benefit includes gains in environmental quality, especially improved health benefits.","Without the second benefit, health would be terrible.",1
6408906e25,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.",Over a hundred boats are parked at the pier.,1
ae47238c1b,From Port-Louis all the way down Grande Terre's west coast to Pointe Pitre there extend vast mangrove swamps.,Grande Terre's west coast is a major tourist destination for its mangrove swamps.,1
d9210bf0f6,"Good sir, Jon began.",Jon stayed silent.,2
97fde2c11a,"5 percent for educational lay programs relating to law and justice, and other public service programs such as the High School Mock Trial Competition and numerous publications.",Educational lay programs deal with law and justice.,0
eaa148a188,i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that wouldn't have been a problem,I've never thought about how they kept up.,2
30ec72f266,The best place to view the spring azaleas is at the Azalea Festival in the last week of April at Tokyo's Nezu shrine.,There is an Azalea Festival at the Nezu Shrine.  ,0
c80f53348f,"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Regulatory actions can take place within any of the next 12 months.,0
1409b8f2fc,Cases in Comparative,Cases care not related to law.,1
f02ffa59b1,"Despite their many similarities, Koreans and Japanese have long been mutually hostile and have pointed to the vast differences between their languages as proof that they lack a shared ancestry.","Koreans and Japanese see themselves as different cultures,",0
74664c2808,"In 1099, under their leaders Godfrey de Bouillon and Tancred, the Crusaders captured the Holy City for Christendom by slaughtering both Muslims and Jews.","The Crusaders captured the Holy City and killed 100,000 Muslims.",1
6e2e995d6a,profit rather,Losses rather.,2
159986318a,"Component modularization and prefabrication off-site can reduce the amount of time cranes are needed on a site, as well as provide opportunities to reduce project schedules and construction costs and to concentrate jobs locally at the prefabrication facility.",Reducing project schedules and the costs associated with construction increases the company's profits.,1
f640150883,"She, in turn, was worshipped by her subjects as a living god.","Uninteresting to her subjects, she was ignored by them.",2
671fe11b00,Their ideas and initiatives can be implemented at the local and national levels.,Their ideas are only valid on a local basis.,2
c56b0c2c3b,"That example points to an important general  Total expenditure is determined by the value of the prize, whether we're talking about presidential campaigns or state lotteries.",They stated that the monetary amount of the prize was determined regardless of how the prize was used.,1
bbcb7c78fc,"The chart to which Reich refers was actually presented during Saxton's opening statement, hours before Reich testified, and did not look as Reich claims it did.",Reich refers to a chart that he misunderstood and said it said something different.,0
7f2f268595,hey it's reaching all over,It is concentrated and limited to a small space.,2
ec19598e2e,The order was founded by James VII (James II of England) and continues today.,The same order is still around after many years.,0
4177df956e,Bork shuddered.,Bork shivered.,0
4d46edfdc2,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).",13 executives effectively implemented the government performance and results act ,0
47a0e96274,"A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.",There are no cultural places in the city.,2
2e370e7ad4,Our review indicates that the Food and Drug Administration complied with the applicable requirements.,The FDA has strict requirements for new drugs.,1
9ed71f796d,no i i i don't i it completely beyond me i went to my under graduate uh education,"I can't remember, I did my undergraduate education.",1
846d90a830,Slate 's Joseph Nocera.,Nocera is the head editor for Slate.,1
191875f17c,yeah i try to no i uh uh try not to use any insecticides at all i try not to even use insecticides on my lawn but i sometimes i can't manage,"I'd rather not use any insecticides at all, but sometimes I really need to",0
25ba038eaa,it gets it,I guess it gets sunlight sometimes.,1
18c9896ddd,i wish it was as good over here as it is over there but if you're the,I am glad it is better here than over there.,2
8875114161,The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.,Each function's cost can be seen in Table 1. ,0
095f6ee45e,"It's very hard to believe, for anyone who knows me well, but I was actually speechless for a period, Zelon said.",Zelon admitted to being speechless.,0
4192921877,away from the children,Close to the kids,2
ea3baa047d,"If all else failed, I could always make myself an exhibit.",Making myself an exhibit is a last resort. ,0
ea83c9acb7,Net nonfederal saving,Net nonfederal saving was greater than net federal saving.,1
c3b1160ece,i think that's great there's a few places in Houston where they're trying that out i don't know if it's the if they've done it citywide yet or not where they have the color coded uh bags and uh bins,They have no plans to try it out in Houston.,2
02954ed5fd,"Consistent with GAO's Congressional Protocols, GAO will then offer the requester(s) a draft of the product that is with the agency for comment.",The agency received a draft of the product from the GAO.,0
21abde9983,"Off El Hurriya Street you'll find the Neo-Classical facade of the Greco-Roman Museum with a fine collection of both Roman, Greek, and Ptolemaic artifacts found around the city and under the waters of the harbor, along with many ancient Egyptian pieces.","Interestingly enough, every item is a vampire ward and keeps the vampires at bay.",1
9546dfb7db,"There are actually three winding roads, or the Grande, the high road, starting out from the Avenue des Diables-Bleus in Nice; the Moyenne, the middle one, beginning at Place Max-Barel; and the Basse, along the coast from Boulevard Carnot, but usually jammed with traffic.","The Basse is a busy, winding road that runs along the coast.",0
1265f0a796,i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door,I would like to buy a car with the seat belts under the door.,2
55b52a228e,"Using a threestep development planning process, managers assess their current capabilities, determine their specific development needs, and build and execute a development plan.","The threestep planning process examines years of development, even though the number of steps is low.",1
f295ce5d69,do you think most states have that or,Do you think most states have that high murder rates?,1
426661ff6e,You can either fly on TAP/Air Portugal (15-minute flight) or take the ferry (which leaves daily at 8am; Tel. 291/226 511).,You have the option of flying or taking the ferry.,0
2158abaf0f,I have kept you and clothed you and fed you! ,I have clothed and fed you.,0
883c58aee9,"You see, he said sadly, ""you have no instincts.""",He said that I had no willpower. ,2
e5b0325ee8,"It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights, the right to have free trade unions, the release of more than 200 political prisoners, debt relief, stronger penalties for corruption and pollution, no amnesty for Suharto and his fellow thieves, and a respite for the poor from the hardest edges of economic reform.",Debt relief is the main motivator for people in this democracy. ,1
302b85083d,yeah and i'll do this uh sometimes i'll put my after I pour that into my back into my saucepan i'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg so,"I never use eggs when I cook, I hate them.",2
b7aa670175,The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry.,The Data Warehousing Institute provides guidance only in carpentry industry.,2
a537fba9cd,yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,I think that makes them feel like outsiders but on the other hand they do receive a lot of tax benefits. ,0
f11d1ad351,"Broadly speaking, the CEF Moderate scenario can be thought of as a 50% increase in funding for programs that promote a variety of both demand-side and supply-side technologies.",The CEF Moderate scenario can be thought of as a 10% decrease in funding for programs.,2
18e3c7700d,"You will also see  hippie-made  jewellery on sale, especially at the market in Punta Arab?­.",They sell hippie-made jewelry at the Punta Arab market.,0
7125b36327,the the Iranian borders are still open uh from what i understand understand um,Iran let their borders open due to a crisis.,1
e44e0f249e,"The most comfortable courses are in the cooler hill stations, notably Cameron Highlands and Fraser's Hill.",It's best to golf in the cooler hill stations.,1
748c5a3ca4,Scutari is traditionally associated with the name of Florence Nightingale.,Scutari is generally linked with Florence Nightingale.,0
3475664032,um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just,We played in lots of different places on our trip.,2
73a80e65c3,"On your right is the entrance to the 16th-century Sandal Bedesten, with lovely brick vaults supported on massive stone pillars.",You can see the entrance of the Sandal Bedesten on your right.,0
a0cdea07f8,Several of the organizations had professional and administrative staffs that provided analytical capabilities and facilitated their members' participation in the organization's activities.,Organizations didn't care about members' participation.,2
07337f0902,well do you know you have a ten limit a ten minute time limit well that's okay and then they come on and tell you and they tell you got five seconds to say good-bye,"You get a ten minute time limit, but sometimes you'll be told to end early.",0
807d749cc4,Take a picnic and enjoy an alfresco lunch at this spectacular spot.,This spot is a great place to have a picnic.,0
7349dd5926,"Howard Berman of California, an influential Democrat on the House International Relations Committee.",Howard Berman of California has a lot to be ashamed of.,1
a28a78a4ee,"As Malaysia has moved resolutely into the modern age, it has also remained, culturally and historically, a rich, multi-layered blend of traditions wrapped up within a modern, busy economy.",Malaysia is an old country. ,1
6c79f6a1c9,"Also, lack of winter freezes means that mites normally killed off by the cold will survive.",During the heat wave the mites burst into flames.,2
a6955d4b4c,If you missed the two top stories in yesterday's USAT --the government's first post-deregulation attempt to preserve competitiveness among airlines and the emergence of a drug that can prevent breast cancer--they are on the NYT 's front today.,These two stores about post-deregulation and breast cancer drug are not on the front page of NYT today.,2
16926db2d8,"The Times says this tracking list is drawn up from information from bookstores, but publishers say they routinely call up the Times to tip them off to books selling with increasing momentum so that they can be added to the tracking list.",Times is lying about drawing up lists from the bookstores.,1
fdd777aa5b,Rehnquist's conferences are no-nonsense.,The conferences were laced with humor and entertainment.,2
ca20876a8b,That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.,The Cadets made that under Prince Lvov.,0
5e3e89ed4c,i've yeah i've done it before and when i was in high in high school and college and thoroughly enjoyed it and and it's really a a blast my wife hates it but that's the way life is i guess,I've never done it and don't think I would like it. ,2
be75fccb1f,"The Kal tangled both of Adrin's arms, keeping the blades far away.","Adrin's arms were tangled, keeping his rusty blades away from Kal.",1
fb8e531419,Most traditional reform options involve workers paying more for promised benefits or getting lower benefits.,The traditional reform options propose additional benefits for less cost.,2
07688deb89,The Lake District is not the place to come if you want lots of action into the early morning hours.,The lake district is open 24/7.,2
272b3dead5,"A more unusual dish is azure, a kind of sweet porridge made with cereals, nuts, and fruit sprinkled with rosewater.","Azure is a common and delicious food made with cereals, nuts and fruit.",0
ab5bad2da9,"For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account.",People who dont voluntarily save money are less likely to have bank accounts.,1
4d47f99a02,well UNLV they say UNLV may be the greatest amateur team ever,UNLV may be the greatest amateur baseball team ever.,1
fa2006cdb8,DOD's common practice for managing this environment has been to create aggressive risk reduction efforts in its programs.,The DOD increases risk to manage the environment.,2
b4bd9114b8,"Around 1500 b.c. , a massive volcanic eruption at Santorini destroyed not only Akrotiri under feet of ash and pumice but the whole Minoan civilization.",The Minoans did not see this coming.,1
7dacdbe590,"The Mosque of El-Jezzar, built in 1781, dominates the landside of the old city (the other three sides jut into the Mediterranean).",The mosque contains many examples of intricate textile work. ,1
4e090b5e08,"Sue me, Royko wrote.",Royko was over their crap. ,1
3705382425,"This is my old friend, Monsieur Poirot, whom I have not seen for years.""",I haven't seen this old friend in over a year. ,0
88e24fec77,"Because of limited resources, local legal services programs are forced to turn away tens of thousands of people with critical legal problems.",Local services programs are often forced to refuse people with serious legal problems due to a lack of resources,0
568f674a34,yeah yeah you know we're kind of that way too i try to i'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and,We've never had a visit from someone from the government.,2
28dfbd3f74,'Upload him into his body? What body?',What body does he have?,0
72492ec012,"Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.",Wanniski and company have been drubbed by the Wall Street Journal,0
eaf01bde20,Text box 4.1 describes how the NIPA and unified budget concepts differ.,Text box 4.1 explains the differences between a unified budget and NIPA.,0
840d7eb701,It's all right.,It is well.,0
385b0daf90,you know they can't really defend themselves like somebody grown uh say my age you know yeah,They can't defend themselves.,0
d713552de6,"Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.",She was cancer free at 29 years of age.,2
1563503255,"There may be a small savings at the factory showrooms in Manacor, where you'll have the biggest choice.",The factory showrooms are only for vendors.,2
f3f85f5284,Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC.,Grantees are not going to pay attention to cases closed in the last year.,2
2c274eda6e,Said we was a-staying at the inn.,He was staying at the inn.,0
d3bb586be0,"As a result of these procedures, the Department estimates an annual net savings of $545 million.",An annual net savings of $545 million has been estimated by the Department.,0
2b87234441,Some are reported as not having been wanted at all.,All are reported as being completely and fully wanted.,2
812938461a,"A politician connected with the home service of his parliamentary section's boss, with the mobile phone number 0-609-3459812, and known for his lack of sense of humor, did not take too well to a message from 'Admirer' - 'Wishes shovel best'.","Upon receiving the message he didn't like, he deleted it.",1
5d5f9874d0,and then you can add cocoa powder to it to make chocolate or after it's thickened i cook it for a good once it starts boiling i just i cook it for a good seven minutes,I add cocoa powder and boil it for seven minutes.,0
e508ff64ab,"The Ovitz deal, however, contained none of these goodies.",The Ovitz deal did not contain any of these goodies.,0
298c2aa560,Fast forward to 1994 and beyond.,Fast forward to 1994 and all the years after.,0
6d93e19915,Sorry but that's how it is.,"While one is apologetic about it, there is nothing that can be done.",0
d7ba692061,"Did Meriwether Lewis really commit suicide, as historians claim?",Historians often claim that Meriwether Lewis was killed by natives.,2
7c5c253353,well so okay you need to get married and have kids and then when they're big enough you can have them go do the yard  and you can do what you want to do,The reason to have children is so that they can do yardwork.,0
7e2b0baf7a,"Cornwall Beach, another private beach with perfect sand and sheltered waters, can be found behind the Jamaica Tourist Office building, a short distance east along Gloucester Avenue.","Another one, Cornwall Beach is located behind the tourist office.",0
05b11f50ea,A martini should be gin and vermouth and a twist.,A martini must be composed by vodka and vermouth.,2
e9c3541acf,Overlapping the others?,Overlying the others?,0
aabb2a2f50,The way we try to approach it is to identify every legal problem that a client has.,We try to focus on the first legal problem in front of us.,2
bcf30b085f,A rusty iron gate swinging dismally on its hinges! ,The iron gate was swinging and could not be locked.  ,1
91000659f8,"Nothing prior to May 7, 1915.","Not a thing before May 7, 1915.",0
fb4379884d,This makes it incumbent on the government to create incentives to recruit new employees and retain older employees.,The government needs to create incentives to get and retain employees.  ,0
7870718d67,"As it is now, Web companies not only have the ability to provide diabolically precise demographic targeting to political campaigns, they can also make such offers exclusively.","Web companies freely give this demographic information to the public, so it is available to all campaigns. ",2
613abc86cb,Tuppence frowned.,Tuppence beamed with delight. ,2
133d9fecac,'Not part of your biography.,What I was shown is definitely part of my biography.,2
5c0d7dba21,"Lawyers in their first three years of practice or who are inactive pay $90, and retired lawyers pay nothing.",No lawyers are told to pay.,2
3b57359479,But it just might be because he's afraid he'll lose his No.,He's definitely not afraid of losing his No.,2
35b750c76c,Sometimes more than one denomination shares one church.,At times a church is used by multiple faiths.,0
f0e7ed7c9a,"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.",The experts give opinions from current administrations.,2
9ec2d22318,The logic of analysis in case studies is the same,The logic for the case studies is different from other types.,2
57c6b7b310,Where would he be today without American commercial know-how?,American know-how is the reason he got to where he is.,0
eec031e488,"To check this, the central bank has tripled interest rates and used hard currency reserves (now reduced to $10 billion in ready cash) to buy back rubles.",The central bank's interest rates have tripled in margin.,0
5f8567b280,"Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.",British magazines interviewed Kate Winslet a lot.,0
109ae301df,"All the steps of data reduction and coding are described, along with the basis for transformations in these steps.",There were 12 steps in the data reduction.,1
0b4d778a48,"Unless the political culture changes drastically, there will always be one or more independent prosecutors investigating the administration of the day and/or past administrations, anyway.",No one questions the political system enough to make decent or noticeable changes.,1
ae10de3c60,"Also, under credit reform, the credit subsidy cost is recorded as an outlay when a direct or guaranteed loan is disbursed.",The credit subsidy cost is never recorded as an outlay under any circumstances.,2
42b869318b,and and so you know like every other day or or so they have like movies for a dollar Sometimes they're even free i think uh they showed uh Chima Para Diso free,Tickets to see Chima Para Diso cost money.,2
26a1f22c9a,Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.,Saddam could turn out stronger.,0
cb6e1c3be8,i'm not exactly sure,I'm not exactly sure if you're aware of your issues.,1
dafa19a6c5,"Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.","In March, Trump decided that he was not suited to run for President.",1
f43927e5aa,"It has served as a fortress for the Gallo-Romans, the Visigoths, Franks, and medieval French (you can see the layers of their masonry in the ramparts).",The fortress has been knocked down several times.,1
7bf6fbd8ea,But they reached a shrubbery near the house quite unmolested.,"Try as they might, they could not reach the shrubbery unmolested.",2
678fd7759c,The arched gateway leads to a large swimming pool and the ruins of a Roman and Byzantine baths complex.,The Roman and Byzantine baths are built on separate stories.,1
1c9526e326,million in savings this year.,Millions was lost in just one year.,2
de957400f4,"I should think some one had taken charge of it.""",Someone should have taken charge of it.,0
8e7cf0ec80,"In fact, you're going to be rewarded.","Indeed, you will get a prize.",0
3452ac0870,"While obviously constrained by their bondage, blacks nonetheless forged a culture rich with religious observances, folk tales, family traditions, song, and so on.",Their traditional life is holding them back.,1
25543da9d7,right yeah that's it's always handy to have that that credit card for whatever it is that you might need it for,It is not necessary to have a credit card.,2
7b6aad7a56,and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for vegetables except when she's having French fries,French fries very popular in this country.,1
981343f1b5,Expenses included in calculating net cost for education and training programs that are intended to increase or maintain national economic productive capacity shall be reported as investments in human capital as required supplementary stewardship information accompanying the financial statements of the Federal Government and its component units.,Net cost for education programs can be calculated as a way to increase productivity.,0
375b4cde24,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available.",0
c7088a021e,they'll they'll say yeah why didn't you buy why didn't you try something more mainline,They'll ask you why you didn't do something more mainline.,0
0c85cba3de,okay i'll keep that in mind yeah you serve that yourself or the for a family,I think I will forget about that. You will need to remind me.,2
acb26f0a89,"Each individual's survival curve, or the probability of surviving beyond a given age, should shift as a result of an environmental quality improvement.",People will live longer if they get plenty of fresh air.,1
de6b8ff5bc,"First, we can acknowledge, and maybe even do something about, some of the disaffecting fallout from globalization, such as pollution and cultural dislocation.",We can acknowledge there is fallout from globalization.,0
3a2d890d4e,yeah and i'll do this uh sometimes i'll put my after I pour that into my back into my saucepan i'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg so,Sometimes I put the eggs in the same dish and add the cornstarch.,0
f77c706bde,well in a way you can travel light,You won't need to pack much. ,0
3d5b51d648,"Such multicolored reef dwellers as the parrotfish and French angelfish, along with weirdly shaped coral, crawfish, or turtles hiding in crevices, can be yours for the viewing in these clear waters where visibility of 30 m (100 ft) is common.",It's often hard to see turtles because they are so well-hidden.,1
9de080bd9c,Jon drew it out and stabbed again in the man's throat.,Jon wiped the blade after stabbing the man in the throat.,1
256219807c,i think that yeah i think and i i think that's real important,"""I truly believe that that's really important.""",0
63d2b3744d,"While the NIPA measure reflects how government saving affects national saving available for investment, the unified budget measure is the more common frame of reference for discussing federal fiscal policy issues.","The NIPA measure reflects how government savings affects national saving available for invest, but the unified budget measure is more commonly used.",0
9768d03591,my goodness it's hard to believe i didn't think there was anybody in the country who hadn't seen that one,"Wow, I didn't think it was possible for someone in the country to not have seen that. ",0
831bac2b58,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.",Istanbul is still considered a third world country.,1
8439fdd876,i don't know if you have a place there called uh or you probably have something similar we call it Service Merchandise,There is usually a similar place anywhere you go.,1
23b19c0160,From Port-Louis all the way down Grande Terre's west coast to Pointe Pitre there extend vast mangrove swamps.,From Port-Louis all the way down to Pointe Pitre there extend vast magnolia swamps.,2
bdf8e50317,"Do you think Mrs. Inglethorp made a will leaving all her money to Miss Howard? I asked in a low voice, with some curiosity. ",I yelled at the top of my lungs.,2
ee999eef48,all they you know thinking that they're going to have money and jobs and success and everything and then they then there is no jobs and they end up homeless and not knowing anybody and no money and it's terrible,They think they'll have money and success but end up with nothing. ,0
d20f3f7313,do you do you put it in the refrigerator then or you,You don't have a refrigerator.,2
2dfd4c4226,"Christ on a crutch, what does he have to do to lose your support, stab David Geffen with a kitchen knife?",You have extreme political devotion.,1
703fdf2f97,IDAs are special in that low-income savers receive matching funds from federal and state governments as well as private sector organizations as an incentive to save., IDAs are special in that low-income savers receive differing funds from federal and state governments.,2
fab5b7fe4f,"'For one thing, Mr. Franklin, you appear to be taking your...re-actualisation...extremely well.'",Mr. Franklin is taking the situation very well.,0
783120a0c2,yeah i'm i'm sort of an acting process engineer but not officially but that's pretty much what i do yeah,I'm sort of an acting process scientists but officially I handle the mail for the week.,1
fc00d43a75,"What am I to do with them afterwards?""",It is the narrator's responsibility to take care of them.,1
f88e8731d2,because i i mean i don't know it's just something i think something we need,I think it is completely unnecessary.,2
bda5e84b6b,"We saw a whole new model develop - a holistic approach to lawyering, one-stop shopping, she said. ",She discussed the convenience of holistic lawyering.,0
9d8ef27f94,"The movie doesn't come to much, though.",This movie didn't amount to much.,0
7abf9a0b9f,i like the Moody Blues,The Moody Blues are absolutely my favorite band.  ,1
75864385fa,One 23-year-old White House assistant was interrogated about a triple murder that took place at a Starbucks in Georgetown.,No one from the White Hosue was interrogated regarding the murders.,2
d2d498f695,and my and my part-time work you know it's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i'll return to my job or whatever we can normally eat out for um under fourteen dollars,My first part time job was in a restaurant in Salisbury where you could eat out for under $14.,1
c5a228c2bf,The data would be presented as required supplementary stewardship information accompanying the consolidated financial statements of the Federal Government but not in individual reports of its component units.,The data is only necessary when looking at the big picture within federal government.,1
7a2023e452,"Both were run by editors (Paul Williams, Jann Wenner) who saw rock stars as modern poets and voices of their generation.",Both featured long exclusive interviews with rock stars.,1
a601ff9b6e,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They used an ice cream truck to try and keep it from getting warm.,0
286810dc27,uh we've gotten a little Atari computer uh husband describes it as a a computer with training wheels,"We can play certain games on the Atari, which we enjoy. ",1
d8cb3b7eb5,"One of the city's attractions is the shopping center around the Place Darcy and Rue de la Libert??, where you can hunt for such regional delicacies as the famous mustards; pain d'??pices (gingerbread); and cassis, the blackcurrant liqueur that turns an ordinary white wine into a deliciously refreshing kir.",There is a big shopping centre located around the Place Darcy and Rue de la Liberty.,0
d151c92a8e,That is exactly what our head coupon issuer Alan Greenspan did in 1987--and what I believe he would do again.,This is what Greenspan did in 1987 so I don't think he will do it again.,2
e1805bc7b9,Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.,There were only two beds per room for the students.,2
26005a2ea9,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The statement has ended the controversy over whether the Mass is a sacrifice for the remission of sins.,1
c2a3ee20e8,"Tell me, how did those scribbled words on the envelope help you to discover that a will was made yesterday afternoon?"" Poirot smiled. ",How could you not figure out that there was a will written yesterday?,2
c1cd160571,Tourist Information offices can be very helpful.,Some Tourist Information offices are very unhelpful.,1
80d3803786,and you know if i know that they're gonna be there you know you you i try to really watch it and like you say you know really dress up and if i know they're not you know i i've been doing a lot of reorganization you know the last couple of months the same way you are you know and it's just so it's just impossible to crawl down on the floor and dig through boxes in a dress you know it is so,I spend a lot of time trying to watch it.,1
b624494c06,"One of them, darker skinned, had hair braided into two lines.",They braid their hair to keep it out of the way during combat.,1
05cc839a7c,yeah well that's not really immigration,That is not immigration.,0
8f8308085d,"Fruit, vegetables, electronics, and a little bit of everything else is on sale here.",Myriad things are available for purchase here.,0
8ed6d09600,taken up by the oh okay oh so you know well that's i had wondered sometimes i knew that there was a lot of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah,It cost a lot of money to put forth all that effort.  ,1
cf58108ce6,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available that's voiced by Morgan Freeman.",1
e6f845b6bb,yeah okay you go ahead,"No, do not go ahead.",2
eefd722680,Does anyone know what happened to chaos?,What happened to chaos?,0
05c013a076,The analyses comply with the informational requirements of the sections including the classes of small entities subject to the rule and alternatives considered to reduce the burden on the small entities.,The analyses try to follow informational requirements for relevant small entities.,0
22abc5122f,That's an opportunity that very few people have had.,Not many people get the chance to swim with sharks. ,1
ac2b451e90,"The University of Nevada-Las Vegas boasts a student population over 23,000 (though, like most of the people in Las Vegas, they are commuters).","There are 25,000 students at the University of Nevada.",1
37d31bf613,now you know the ball'll go straight and i go  i never broke a club or anything but you know i'd get upset about it sometimes and now i guess you know being in my forties i just kind of mellowed out a little bit i don't get upset any more so,"I used to get upset about it, but not anymore.",0
7dbf3a5481,All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.,The all-inclusive units are considered villas and each have a kitchen as well.,1
786fa547d8,"As a counterweight to the Singapore Chinese, he would bring in the North Borneo states of Sabah and Sarawak, granting them special privileges for their indigenous populations and funds for the development of their backward economies.",The states of Sabah and Sarawak were granted special privileges for their indigenous populations.,0
dc4cc82b3f,"The Ovitz deal, however, contained none of these goodies.",The Ovitz deal did contain some alternative goodies.,1
